word,level,encoded_level
oppose,A2,1
opposite,B1,2
opposition,B1,2
oppress,B1,2
oppression,B1,2
opt,C1,4
optical,C1,4
optics,C2,5
optimal,C2,5
optimism,B2,3
optimist,B2,3
optimistic,B2,3
option,B1,2
optional,B2,3
opulence,C2,5
opulent,C2,5
opulently,C2,5
or,A1,0
oral,B2,3
orange,A1,0
orator,B2,3
orbit,B1,2
orchard,C1,4
orchestra,B1,2
orchestral,B2,3
orchid,B2,3
ordain,C2,5
order,A2,1
orderly,B1,2
ordinance,C2,5
ordinarily,C1,4
ordinary,B1,2
ore,C2,5
organ,B1,2
organic,B1,2
organisation,A1,0
organisational,B1,2
organise,A1,0
organiser,C1,4
organism,B1,2
organization,B1,2
organizational,C1,4
organize,A2,1
organised,A2,1
organized,A2,1
organizer,B2,3
orientation,B2,3
origin,B1,2
original,B2,3
originality,B2,3
originally,B2,3
originate,B2,3
ornament,B2,3
ornamental,C1,4
ornate,C2,5
orphan,C1,4
orthodox,C1,4
ostensible,C2,5
ostensibly,C2,5
other,A2,1
otherwise,B1,2
otter,C1,4
ought to,B1,2
ought,A2,1
ounce,B2,3
our,A1,0
ours,A1,0
ourselves,A2,1
out,A1,0
out of,A2,1
out of order,B1,2
outback,B2,3
outbreak,B2,3
outburst,C2,5
outcome,B2,3
outdistance,B2,3
outdo,B2,3
outdoor,B1,2
outdoors,B1,2
outer,B1,2
outfit,B2,3
outgrow,B2,3
outing,B2,3
outlaw,B1,2
outlet,B2,3
outline,B2,3
outlive,B2,3
outlook,B2,3
outmoded,C2,5
out-of-date,B1,2
outpatient,C2,5
output,B2,3
outrage,B2,3
outrageous,B2,3
outset,C1,4
outshine,B2,3
outside,B2,3
outsider,B2,3
outskirts,B2,3
outstanding,B1,2
outward,B1,2
outwardly,B2,3
outweigh,B1,2
oval,B2,3
oven,A2,1
over,A2,1
overall,B2,3
overalls,C1,4
overboard,B2,3
overbook,B2,3
overcoat,B2,3
overcome,B1,2
overdraft,C1,4
overemphasize,B2,3
overemphasise,B2,3
overestimate,B2,3
overhear,B2,3
overjoyed,B1,2
overlap,B2,3
overlay,C2,5
overlook,B2,3
overly,B2,3
overnight,B1,2
overseas,B2,3
oversee,C1,4
overseer,C1,4
overshadow,B2,3
oversize,B2,3
overstep,B2,3
overtake,B2,3
overthrow,C2,5
overtime,B2,3
overturn,B2,3
overview,C1,4
overweight,A2,1
overwhelm,B1,2
overwhelming,C1,4
overwork,B1,2
ow,B2,3
owe,B1,2
owing,B1,2
owing to,B2,3
owl,B2,3
own,B1,2
owner,A1,0
ownership,B1,2
ox,B2,3
oxygen,B2,3
ozone,B2,3
pm,A1,0
p.m,A1,0
pa,B2,3
pace,C1,4
pacific,A2,1
pack,A2,1
package,B1,2
packaging,C2,5
packed,B2,3
packet,B2,3
packing,B1,2
pact,C2,5
pad,B2,3
paddle,C1,4
page,A1,0
paid,B1,2
pain,B1,2
painful,B1,2
painstaking,C2,5
painstakingly,C2,5
paint,A1,0
paintbrush,B2,3
painter,A2,1
painting,A1,0
pair,A1,0
pajamas,B2,3
pyjamas,B2,3
pakistan,B1,2
pal,A2,1
palace,A1,0
palatable,C2,5
palate,C2,5
pale,B1,2
palestine,B2,3
palestinian,B1,2
pallet,B2,3
palm,B1,2
pan,A2,1
pancake,B2,3
pandemic,B2,3
panel,B2,3
panic,B2,3
panorama,C1,4
panoramic,C1,4
pants,A1,0
papaya,B2,3
paper,A1,0
paperback,C2,5
paperless,B2,3
paperwork,B2,3
parable,C2,5
parachute,B1,2
parade,B2,3
paradigm,C2,5
paradise,B1,2
paradox,B2,3
paradoxical,C2,5
paradoxically,C2,5
paragraph,A1,0
parallel,B2,3
paralysis,C2,5
paralyse,C2,5
paralyze,C2,5
paralyzingly,C2,5
paralysingly,C2,5
paramedic,B2,3
parameter,C2,5
paramount,C2,5
parasite,C1,4
parasitic,C2,5
paratrooper,B2,3
parcel,B1,2
pardon,B1,2
parent,A1,0
parental,B1,2
parish,B2,3
park,A2,1
parking,B1,2
parliament,B2,3
parliamentary,B1,2
parochial,C2,5
parrot,B1,2
part,B2,3
partial,B1,2
partially,C1,4
participant,B1,2
participate,B1,2
participation,B2,3
participle,B1,2
particle,B2,3
particular,B2,3
particularly,B1,2
partisan,B2,3
partly,A2,1
partner,A1,0
partnership,B2,3
part-time,B1,2
party,A1,0
pass,A2,1
pass on,C2,5
pass round,C2,5
passage,A2,1
passenger,A2,1
passing,B2,3
passion,B1,2
passionate,B2,3
passionately,B2,3
passive,B1,2
passport,B1,2
password,B1,2
past,B1,2
pasta,A2,1
pastor,B2,3
pastoral,B2,3
pastry,C1,4
pat,C1,4
patch,B2,3
patchily,C2,5
patchy,C2,5
patent,B2,3
paternal,C1,4
paternalistic,C1,4
path,A2,1
pathetic,C2,5
pathology,C2,5
pathos,C1,4
pathway,C2,5
patience,B1,2
patient,B1,2
patiently,B2,3
patio,C2,5
patriot,B2,3
patriotic,B2,3
patriotism,B2,3
patrol,B1,2
patron,B2,3
patronise,C2,5
patronize,C2,5
patronising,C2,5
patronizing,C2,5
patronisingly,C2,5
patronizingly,C2,5
pattern,B1,2
pause,B1,2
pave,B2,3
pavement,B2,3
paw,B2,3
pawnbroker,B2,3
pawnshop,B2,3
pay,A1,0
payable,C1,4
payment,B2,3
paywall,C1,4
pc,A2,1
pdf,C1,4
pea,A2,1
peace,A1,0
peaceful,A2,1
peacefully,B2,3
peach,B2,3
peacock,C1,4
peak,B2,3
peanut,B1,2
pear,A2,1
pearl,B2,3
peasant,C1,4
pebble,B2,3
peculiar,B1,2
pedagogical,C2,5
pedal,B2,3
pedantic,B2,3
pedestal,C2,5
pedestrian,C2,5
pedicure,C1,4
pee,B2,3
peel,B2,3
peep,B2,3
peer,B2,3
peg,B2,3
pen,A1,0
penalise,B2,3
penalize,B2,3
penalty,B2,3
pence,A2,1
pencil,A1,0
pending,C2,5
pendulous,C1,4
pendulum,C1,4
penetrate,B2,3
penfriend,A2,1
penguin,B2,3
penicillin,B2,3
peninsula,C1,4
penniless,B1,2
penny,B1,2
pension,B2,3
pensioner,B2,3
pentagon,B2,3
people,A1,0
pepper,A2,1
per,B1,2
perceive,B2,3
percent,A2,1
percentage,B2,3
perception,B2,3
perceptive,C1,4
perceptively,C1,4
perch,C2,5
perfect,C1,4
perfection,C2,5
perfectly,A2,1
perform,A2,1
performance,A2,1
performer,B1,2
perfume,A2,1
perhaps,A2,1
period,A1,0
periodically,C2,5
permanence,B2,3
permanent,B1,2
permanently,B1,2
permeate,B2,3
permission,A2,1
permit,B1,2
perpetrator,C2,5
perpetuate,C1,4
persecute,C1,4
persecution,C1,4
perseverance,B2,3
persist,B2,3
persistence,B2,3
persistent,B2,3
person,A1,0
personal,A1,0
personality,A2,1
personalisation,C1,4
personalization,C1,4
personalize,C1,4
personalise,C1,4
personally,B1,2
personification,C1,4
personify,B2,3
personnel,B2,3
perspective,B2,3
perspiration,B2,3
persuade,B1,2
persuasion,B2,3
persuasive,B1,2
persuasively,C1,4
pertain to,C1,4
pertinent,C1,4
pervasive,C2,5
pervasiveness,C2,5
perverse,C2,5
perversity,C2,5
pessimist,B2,3
pessimistic,B2,3
pet,A1,0
petition,B2,3
petrified,B2,3
petrol,A2,1
petrol station,A2,1
petroleum,C2,5
petty,B2,3
ph,B2,3
phantom,C2,5
pharmaceutical,C2,5
pharmacist,B2,3
pharmacy,B1,2
phase,C2,5
phenomenal,C1,4
phenomenally,C1,4
phenomenon,B1,2
philanthropic,C2,5
philanthropically,C2,5
philanthropist,C2,5
philanthropy,C2,5
philistine,C2,5
philosopher,B1,2
philosophical,B2,3
philosophy,B1,2
phoenix,B1,2
phone,A1,0
phone call,A1,0
phone number,A2,1
photo,A1,0
photocopy,B1,2
photograph,B2,3
photographer,A2,1
photographic,C1,4
photography,A2,1
phrasal verb,B1,2
phrase,B1,2
physical,A2,1
physicality,C1,4
physically,A2,1
physician,B2,3
physics,B1,2
physiological,C2,5
physiologically,C2,5
physique,C1,4
pi,B2,3
piano,A1,0
pick,B1,2
pick up,C2,5
pickle,B2,3
picky,B2,3
picnic,A1,0
picture,B2,3
picturesque,B2,3
pie,B1,2
piece,A1,0
piety,B1,2
pig,A1,0
pigeon,C1,4
pile,A2,1
pilgrim,A2,1
pill,A2,1
pillar,C1,4
pillow,B1,2
pillowcase,B2,3
pilot,A2,1
pin,B2,3
pinch,C2,5
pine,B2,3
pineapple,B1,2
pink,A2,1
pinnacle,C1,4
pint,B2,3
pioneer,C1,4
pious,C2,5
pipe,B1,2
piracy,B2,3
pirate,B2,3
piss,B2,3
pissed,C1,4
pistol,C1,4
pit,B1,2
pitch,B2,3
pitiful,C2,5
pity,A2,1
pizza,A1,0
place,B1,2
placement,C1,4
placid,C1,4
placidly,C1,4
plague,C1,4
plain,B1,2
plan,B1,2
plane,C2,5
planet,A2,1
planned,B2,3
planner,C1,4
planning,B2,3
plant,B1,2
plaque,C1,4
plaster,C1,4
plastic,B1,2
plate,A2,1
platform,B1,2
plausibility,C1,4
plausible,C1,4
plausibly,C1,4
play,A1,0
player,A1,0
playful,A2,1
playground,A2,1
playing,B2,3
playmate,B2,3
playwright,B2,3
plead,B2,3
pleasant,A2,1
pleasantly,B1,2
please,B1,2
pleased,A2,1
pleasing,A2,1
pleasurable,C1,4
pleasure,A1,0
plenty,B1,2
plot,B2,3
ploy,C1,4
pluck,C2,5
plug,B2,3
plum,C2,5
plumage,C2,5
plumber,B2,3
plumbing,C1,4
plume,C2,5
plummet,C1,4
plunge,C1,4
plural,A2,1
plus,B2,3
plutocrat,C2,5
pneumonia,B2,3
pocket,A1,0
pocket money,B1,2
poem,A1,0
poet,B1,2
poetess,C1,4
poetic,C2,5
poetry,B1,2
point,A2,1
point of view,B2,3
point out,C2,5
pointer,C2,5
pointless,B2,3
poise,C2,5
poison,B2,3
poisonous,B1,2
poland,B1,2
polar bear,B2,3
pole,B1,2
police,A2,1
police officer,A2,1
police station,A2,1
policeman,A2,1
policewoman,A2,1
policy,B1,2
polio,B2,3
polish,B2,3
polite,A2,1
politely,B1,2
politeness,B2,3
political,A2,1
politically,B2,3
politician,B1,2
politics,B1,2
polity,B2,3
poll,A2,1
pollutant,B1,2
pollute,A2,1
pollution,A1,0
polo,B2,3
polysyllabic,C2,5
pond,B1,2
ponder,B2,3
ponderous,C2,5
ponderously,C2,5
pony,C1,4
pool,A1,0
poor,A1,0
poorly,C1,4
pop,B2,3
popcorn,B1,2
pope,B2,3
popular,A2,1
popularity,B2,3
popularization,C1,4
popularize,B2,3
popularise,B2,3
population,A2,1
porch,B2,3
pork,B1,2
port,B1,2
portable,C1,4
portal,C2,5
porten,C2,5
portfolio,B2,3
portion,B2,3
portrait,A2,1
portraiture,C2,5
portray,C1,4
portrayal,C1,4
portugal,B2,3
portuguese,C2,5
pose,C1,4
posh,B2,3
posit,C2,5
position,A2,1
positive,B1,2
positively,B1,2
possess,B1,2
possessed,B2,3
possession,B1,2
possessive,B1,2
possessor,C1,4
possibility,B1,2
possible,A2,1
possibly,A2,1
post,A2,1
post box,C2,5
post office,A2,1
postage,B1,2
postal,B2,3
postcard,B1,2
poster,A1,0
posterity,C2,5
postgraduate,C1,4
postman,B1,2
postpone,B2,3
postural,C2,5
posture,C2,5
posturing,C2,5
pot,B1,2
potato,A1,0
potent,B2,3
potential,B2,3
potentially,B2,3
pottery,B1,2
potty,C1,4
pounce,C1,4
pound,B2,3
pour,A2,1
poverty,B1,2
powder,B2,3
power,A2,1
powerful,A2,1
powerfully,B2,3
practical,B1,2
practicality,B2,3
practically,B2,3
practice,A1,0
practise,A2,1
practitioner,C2,5
praise,B2,3
prance,B2,3
prat,C2,5
prawn,B2,3
pray,A1,0
prayer,B1,2
preach,C1,4
preacher,C1,4
precede,B2,3
precious,B1,2
precise,A2,1
precisely,B2,3
precision,C1,4
precocious,C2,5
precociously,C2,5
preconception,C2,5
precondition,C2,5
predecessor,C2,5
predicament,B2,3
predicate,B2,3
predicative,B2,3
predict,A2,1
predictable,B2,3
prediction,A2,1
predictive,B2,3
predictor,B2,3
predilection,C2,5
predominantly,C1,4
preeminent,C2,5
prefect,B2,3
prefecture,C2,5
prefer,A2,1
preferable,B2,3
preferably,B2,3
preference,B1,2
preferred,C1,4
prefix,B1,2
pregnancy,B2,3
pregnant,B1,2
prehistoric,B2,3
prehuman,B2,3
preindustrial,B2,3
prejudge,B2,3
prejudice,B1,2
preliminary,B2,3
premier,C1,4
premiere,C2,5
premise,C1,4
premises,C1,4
premium,B2,3
preoccupation,C2,5
preoccupy,C2,5
preparation,B1,2
prepare,A2,1
prepared,B1,2
preparedness,C2,5
preposition,B1,2
prerequisite,C2,5
preschool,B1,2
prescribe,B2,3
prescription,B1,2
prescriptive,C2,5
presence,B1,2
present,B2,3
presentation,B1,2
presentational,C2,5
presenter,B2,3
presently,C1,4
preservation,B1,2
preservationist,C2,5
preserve,B1,2
presidency,B2,3
president,B1,2
presidential,B2,3
press,B1,2
pressure,A2,1
pressurization,C2,5
pressurize,C2,5
prestige,B2,3
prestigious,B2,3
presumably,B2,3
presume,C1,4
presuppose,C2,5
presupposition,C2,5
pretend,B2,3
pretty,A2,1
prevail,B2,3
prevent,A2,1
prevention,B2,3
preventive,B2,3
preview,C2,5
previous,B1,2
previously,B2,3
prey,B2,3
price,B2,3
priceless,B2,3
pricing,C2,5
prick,B2,3
pride,A2,1
priest,B1,2
primarily,B1,2
primary,B2,3
primary school,B1,2
prime,B2,3
prime minister,B2,3
primeval,C2,5
primitive,B1,2
primitively,C1,4
prince,A1,0
princess,A1,0
principal,B2,3
principally,C1,4
principle,B1,2
print,B1,2
printed,C1,4
printer,A2,1
printing,C1,4
prior,B2,3
priority,B2,3
prise,C2,5
prison,B1,2
prisoner,B1,2
prissy,C2,5
privacy,B1,2
private,A2,1
private life,C2,5
privately,B2,3
privatisation,C2,5
privilege,B2,3
privileged,C1,4
prize,B1,2
pro,A2,1
probability,B1,2
probable,B2,3
probably,A2,1
probe,B2,3
problem,A1,0
problematic,C1,4
procedural,C2,5
procedure,B2,3
proceed,B1,2
proceedings,B1,2
proceeds,C1,4
process,B2,3
processing,B1,2
processor,B2,3
proclaim,B1,2
procrastination,B1,2
procurement,C2,5
produce,A2,1
producer,B1,2
product,A2,1
production,A2,1
productive,B1,2
productivity,B2,3
profess,C1,4
profession,B1,2
professional,B2,3
professionalism,C1,4
professor,B1,2
profile,B2,3
profit,B2,3
profitability,C2,5
profitable,B2,3
profound,C1,4
profoundly,C1,4
program,A1,0
programme,A1,0
programmer,B2,3
programming,B2,3
progress,B2,3
progression,C2,5
progressive,A2,1
prohibit,B2,3
prohibition,B1,2
prohibitive,C1,4
prohibitively,C1,4
project,B2,3
projection,B2,3
proliferate,C2,5
proliferation,C2,5
prolific,C1,4
prolifically,C1,4
prolong,C2,5
prom,B2,3
promenade,C2,5
prominence,B2,3
prominent,B1,2
promise,B1,2
promising,B2,3
promotable,C2,5
promote,B1,2
promotion,B1,2
promotional,C2,5
prompt,B2,3
promptly,B2,3
prone,C2,5
pronoun,B1,2
pronounce,A2,1
pronunciation,A2,1
proof,B1,2
prop,C1,4
propaganda,C1,4
proper,A2,1
properly,B1,2
property,B1,2
prophet,C1,4
prophetic,C1,4
proponent,B2,3
proportion,B1,2
proportional,C2,5
proportionally,C2,5
proposal,B1,2
propose,B1,2
proposed,B2,3
proposition,C2,5
proprietary,C2,5
proprietorial,C2,5
proscribe,C2,5
proscription,C2,5
prose,B2,3
prosecute,B2,3
prosecution,B2,3
prosecutor,B2,3
prospect,B2,3
prospective,C1,4
prosper,B2,3
prosperity,B1,2
prosperous,B1,2
prostitute,C2,5
prostrate,C2,5
protagonist,C1,4
protect,B1,2
protection,B1,2
protective,B1,2
protein,B1,2
protest,B2,3
protestant,B2,3
protocol,C1,4
prototype,C1,4
protrude,C2,5
protrusion,C2,5
proud,B1,2
proudly,B2,3
prove,B1,2
proven,B2,3
proverb,B1,2
proverbial,C2,5
provide,A2,1
provided,B1,2
provider,B2,3
province,B2,3
provincial,C2,5
provision,B2,3
provisions,C1,4
provocation,C2,5
provocative,C1,4
provocatively,C1,4
provoke,C1,4
prowl,C1,4
proximal,C2,5
proximity,B2,3
prurience,C2,5
prurient,C2,5
psyche,C1,4
psychiatric,C1,4
psychiatrist,C1,4
psychic,C2,5
psychological,B1,2
psychologically,B2,3
psychologist,A2,1
psychology,B2,3
pub,B1,2
public,B1,2
public transport,B1,2
publication,B2,3
publicise,C2,5
publicity,B2,3
publicize,B2,3
publicly,B1,2
publish,A2,1
publisher,B1,2
publishing,C1,4
pudding,B2,3
pull,A2,1
pullover,B1,2
pulse,B2,3
pump,B1,2
pumpkin,B2,3
punch,B2,3
punctual,C2,5
punctuality,C2,5
punctuation,A2,1
punish,B1,2
punishment,B1,2
punitive,C2,5
punitively,C2,5
punk,C1,4
pupil,C1,4
puppy,B1,2
purchase,B2,3
pure,B1,2
purely,B1,2
purify,B1,2
puritanical,C2,5
purity,C1,4
purple,A2,1
purpose,A2,1
purposeful,B2,3
purse,B1,2
pursue,A2,1
pursuit,B2,3
push,B1,2
pussy,C1,4
put,A1,0
put away,C2,5
put down,C2,5
put off,C2,5
put on,C2,5
put up with,C2,5
puzzle,C1,4
puzzled,B2,3
pyramid,C1,4
pyre,C2,5
quake,B1,2
qualification,B2,3
qualified,B1,2
qualify,B1,2
qualitative,C2,5
quality,B1,2
qualm,C2,5
quantify,B2,3
quantitative,C1,4
quantity,B1,2
quarantine,B2,3
quarrel,B2,3
quarrelsome,B2,3
quarry,C1,4
quarter,A1,0
quarterly,C2,5
queen,A2,1
queer,B2,3
query,C1,4
quest,C1,4
question,B2,3
question mark,B1,2
questioning,C2,5
questionnaire,B1,2
queue,B2,3
quick,A2,1
quickly,A1,0
quid,B2,3
quiet,B2,3
quietly,A2,1
quip,C1,4
quirk,C2,5
quirky,C1,4
quit,B2,3
quite,A2,1
quiver,C2,5
quiz,B2,3
quota,C1,4
quotable,B2,3
quotation,C1,4
quote,B2,3
rabbit,A1,0
race,B1,2
racial,B1,2
racing,B1,2
racism,B2,3
racist,B2,3
rack,B2,3
racket,A2,1
radar,B2,3
radiate,B2,3
radiation,B1,2
radiator,C1,4
radical,B2,3
radically,B2,3
radio,A1,0
radium,B2,3
radius,C2,5
rafter,B2,3
rag,B2,3
rage,B1,2
rail,B1,2
railroad,B1,2
railway,B1,2
rain,A1,0
rainbow,B2,3
raincoat,A2,1
rainfall,B1,2
rainforest,B1,2
rainstorm,B2,3
rainy,A1,0
raise,A2,1
raised,C1,4
rally,C1,4
ram,B2,3
ramp,B2,3
random,B2,3
range,B2,3
ranger,B2,3
rank,B1,2
rap,B1,2
rape,B2,3
rapid,B1,2
rapidly,B1,2
rapport,C1,4
rapture,C2,5
rapturous,C2,5
rapturously,C2,5
rare,B1,2
rarely,B1,2
rarity,C1,4
rash,B2,3
raspberry,B1,2
rat,A1,0
rate,B2,3
rather,A2,1
rather than,A1,0
rating,A2,1
ratio,B1,2
ration,B1,2
rational,B1,2
rattle,B2,3
raunchily,C1,4
raunchy,C1,4
ravage,B2,3
ravish,C2,5
raw,A2,1
ray,A2,1
razor,B1,2
're,A1,0
reach,B1,2
react,B1,2
reaction,B2,3
reactor,C1,4
read,A1,0
readable,C1,4
reader,A1,0
readily,B2,3
readiness,C2,5
reading,A1,0
ready,A1,0
real,A1,0
real estate,B2,3
realise,A1,0
realism,C1,4
realist,C1,4
realistic,B1,2
reality,B1,2
realization,B2,3
realisation,B2,3
realize,A2,1
really,A1,0
realm,C1,4
reap,C1,4
rear,B2,3
rearrange,B1,2
reason,A1,0
reasonable,B1,2
reasonably,B2,3
reasoning,C1,4
reassurance,C1,4
reassure,C1,4
rebel,B2,3
rebellious,B2,3
rebound,C2,5
rebuild,B1,2
rebuke,C2,5
recall,C1,4
receipt,A2,1
receive,A2,1
received,C2,5
receiver,B2,3
recent,A2,1
recently,A2,1
reception,B1,2
receptionist,A2,1
recess,C1,4
recession,B2,3
recessive,C1,4
recharge,C1,4
recipe,B2,3
recipient,B2,3
reciprocal,C2,5
recitation,C2,5
recite,C1,4
reckon,B2,3
reclaim,B1,2
recluse,C2,5
reclusive,C2,5
recognise,A1,0
recognition,B2,3
recognizable,C1,4
recognisable,C1,4
recognizably,C1,4
recognisably,C1,4
recognize,A1,0
recollect,B2,3
recollection,C1,4
recommend,B1,2
recommendable,B2,3
recommendation,B2,3
recommended,B2,3
reconcile,C2,5
reconciliation,C2,5
reconsider,B2,3
reconstruction,C1,4
record,B1,2
recorder,B2,3
recording,B1,2
recourse,C2,5
recover,B1,2
recovery,B1,2
recreate,C2,5
recreation,B2,3
recruit,B2,3
recruitment,B2,3
rectangle,C2,5
rectangular,B2,3
rector,C2,5
recumbent,C2,5
recuperate,C2,5
recuperation,C2,5
recuperative,C2,5
recycle,A2,1
recycled,B1,2
recycling,B1,2
red,A2,1
redeem,C1,4
rediscover,C1,4
redo,B2,3
reduce,B1,2
reduction,B1,2
redundancy,C2,5
redundant,C2,5
redundantly,C2,5
reed,B2,3
reef,B1,2
reenact,C1,4
refer,A2,1
referee,B1,2
reference,B2,3
referendum,C1,4
referent,B2,3
referral,C1,4
refine,B2,3
refinery,B2,3
reflect,A2,1
reflection,B1,2
reflective,B2,3
reform,B2,3
refrain,B2,3
refresh,C1,4
refreshing,C1,4
refreshingly,C1,4
refreshment,C2,5
refreshments,B1,2
refrigerator,A2,1
refuge,B2,3
refugee,B2,3
refund,B1,2
refurbish,C1,4
refurbishment,C1,4
refusal,B1,2
refuse,B1,2
refute,B2,3
regain,B1,2
regard,B2,3
regarding,B1,2
regardless,B2,3
regeneration,C1,4
reggae,B2,3
regime,B2,3
region,B1,2
regional,B1,2
register,B1,2
registered,C1,4
registration,B1,2
regret,B2,3
regrettably,B2,3
regular,A2,1
regularity,B2,3
regularly,A2,1
regulate,B2,3
regulation,B1,2
regulator,B2,3
regulatory,C2,5
rehabilitation,C1,4
rehearsal,B2,3
reign,B2,3
reinforce,B2,3
reinforcement,B2,3
reinforcements,C2,5
reissue,C2,5
reject,B1,2
rejection,B2,3
rejoice,C1,4
rejoin,B2,3
relapse,C1,4
relate,B1,2
related,B2,3
relation,B1,2
relationship,B1,2
relative,B1,2
relatively,B1,2
relativity,B2,3
relax,A2,1
relaxation,B2,3
relaxed,A2,1
relaxing,B1,2
relay,B2,3
release,B1,2
relegate,C2,5
relevance,B1,2
relevant,B2,3
reliability,C2,5
reliable,B1,2
relic,B2,3
relief,B2,3
relieve,B2,3
relieved,B2,3
religion,B1,2
religious,B1,2
relinquish,C2,5
reluctant,B2,3
reluctantly,C1,4
rely,B1,2
remain,A2,1
remainder,B1,2
remaining,B2,3
remains,B2,3
remark,B2,3
remarkable,B1,2
remarkably,B2,3
remedial,C1,4
remedy,B1,2
remember,A1,0
remembrance,B1,2
remind,A2,1
reminder,B2,3
reminisce,C1,4
reminiscent,C1,4
remit,C2,5
remittance,C2,5
remonstrance,C2,5
remonstrate,C2,5
remorse,C1,4
remorseful,C2,5
remorsefully,C1,4
remorseless,C1,4
remorselessly,C1,4
remote,A2,1
remote control,B1,2
remotely,C1,4
removal,B1,2
remove,B1,2
removed,C1,4
render,C1,4
rendering,C1,4
renew,B1,2
renewable,C2,5
renewal,C1,4
renovate,C2,5
renovation,C2,5
renown,C1,4
renowned,C2,5
rent,A2,1
rental,B2,3
reorganize,B2,3
reorganise,B2,3
repaint,B2,3
repair,A2,1
repay,B1,2
repeat,A1,0
repeated,C1,4
repeatedly,B1,2
repel,C1,4
repellant,C1,4
repertoire,B2,3
repertory,C1,4
repetition,B2,3
replace,A2,1
replacement,B2,3
replica,B2,3
reply,B1,2
report,B1,2
reporter,A1,0
reporting,B2,3
repose,C2,5
represent,A2,1
representation,B1,2
representative,B1,2
repress,B2,3
repression,B2,3
reprint,B2,3
reproach,C2,5
reproduce,B1,2
reproduction,C1,4
reprove,B2,3
reptilian,C2,5
republic,B1,2
reputation,B1,2
repute,C2,5
request,B1,2
require,B1,2
required,C1,4
requirement,B1,2
requisition,C2,5
rescue,B1,2
research,B2,3
researcher,B1,2
resemble,B1,2
resent,C1,4
reservation,B1,2
reserve,B1,2
reside,B2,3
residence,B2,3
resident,B2,3
residential,B1,2
residual,C2,5
residue,C2,5
resign,B2,3
resignation,B2,3
resilience,C1,4
resilient,C1,4
resin,C2,5
resist,B1,2
resistance,B2,3
resolution,B2,3
resolve,B1,2
resonant,B2,3
resonate,C1,4
resort,C1,4
resound,C2,5
resounding,C2,5
resoundingly,C2,5
resource,B1,2
respect,B1,2
respectable,B1,2
respectably,B2,3
respected,B2,3
respective,C1,4
respectively,B2,3
respiration,B2,3
respiratory,B2,3
respite,C1,4
respond,B1,2
respondent,B2,3
response,A2,1
responsibility,B1,2
responsible,B1,2
rest,B1,2
restaurant,A1,0
restoration,C1,4
restorative,C1,4
restore,B1,2
restrict,B1,2
restriction,B2,3
restructuring,C2,5
result,B1,2
resume,B2,3
resuscitate,C2,5
resuscitation,C2,5
retail,B1,2
retailer,B2,3
retain,B1,2
retard,B2,3
retell,B1,2
retention,C1,4
retina,B2,3
retire,A2,1
retired,A2,1
retirement,B2,3
retrace,C1,4
retreat,B2,3
retrieve,B2,3
retrospect,C2,5
retrospection,C2,5
retrospective,C2,5
return,A2,1
reunification,B1,2
reunify,B1,2
reunion,A2,1
reveal,A2,1
revealing,C1,4
revelation,B2,3
revelatory,C2,5
revenge,B2,3
revenue,B2,3
reverb,C2,5
reverberate,C2,5
reverberation,C2,5
revere,C1,4
reverence,B2,3
reverse,B2,3
review,B2,3
revile,C2,5
revise,B1,2
revision,B1,2
revival,B2,3
revive,B2,3
revoke,C2,5
revolt,C2,5
revolution,B2,3
revolutionary,B2,3
revolutionize,B2,3
revolutionise,B2,3
revolve,B2,3
revulsion,C2,5
reward,B2,3
rewarding,C2,5
rewind,C1,4
rewrite,B1,2
rhetoric,C2,5
rhetorical,C2,5
rhetorically,C2,5
rhinoceros,B2,3
rhyme,B2,3
rhythm,A2,1
rhythmic,B2,3
rib,B2,3
ribbon,A1,0
rice,A1,0
rich,C1,4
rickety,C2,5
rid,B1,2
riddle,B2,3
ride,A1,0
rider,B2,3
ridge,B2,3
ridiculous,B1,2
rife,C2,5
rift,C2,5
right,A2,1
righteousness,B2,3
right-hand,A2,1
rightly,B2,3
rigid,B2,3
rigorous,C2,5
rim,B2,3
ring,A2,1
riot,B2,3
rip,B2,3
ripe,B1,2
rise,B1,2
risk,B2,3
risky,B2,3
rite,B2,3
ritual,B2,3
rival,B2,3
river,A1,0
riveting,C1,4
road,A2,1
roadside,B1,2
roam,B2,3
roar,B2,3
roast,B2,3
rob,A2,1
robber,B2,3
robbery,A2,1
robin,A2,1
robot,B1,2
robust,C1,4
robustly,C1,4
rock,B2,3
rocket,B2,3
rocky,B2,3
rod,C1,4
role,A1,0
roll,B2,3
rolling,B1,2
romance,A2,1
romantic,A2,1
romp,C2,5
romper,C2,5
roof,A2,1
room,B1,2
roommate,B2,3
root,A2,1
rope,A2,1
rose,A1,0
rosy,B2,3
rotate,C1,4
rotten,B1,2
rough,B1,2
roughly,A2,1
round,B2,3
roundabout,A2,1
roundup,C1,4
route,B2,3
routine,B1,2
row,B2,3
royal,A2,1
royalty,B2,3
rub,B2,3
rubber,B1,2
rubbish,B1,2
rubble,B2,3
rude,A1,0
rudely,B1,2
rudimentary,C1,4
rudiments,C1,4
rug,C1,4
rugby,A2,1
ruin,B1,2
ruinous,B2,3
rule,B2,3
rule out,C2,5
ruler,A1,0
ruling,B2,3
rumble,C1,4
ruminant,C2,5
ruminate,C2,5
rumination,C2,5
ruminative,C2,5
rumor,B2,3
rumour,B2,3
run,A1,0
